,Tweets,Subjectivity,Polarity,Analysis
997,"At 3:31pm today, January 13, 2021  I received my first dose of the Moderna COVID-19 vaccine. I’m protecting my pare… ",0.3333333333333333,0.25,Positive
998,Just some Facts. It's not unexpected. Blacks have less access CovidVaccine ,0.5333333333333333,-0.10833333333333334,Negative
999,"Don't be afraid to listen to the words before the media spin.
CovidVaccine Capitol Capital CapitalHill… ",0.9,-0.6,Negative
1000,We’re committed to publishing as much information as we can to keep people &amp; partner orgs up to date  on our mass… ,0.2,0.2,Positive
1001,What should happen to leftover CovidVaccine doses? Local health officials say they keep a wait list of people to c… ,0.0,0.0,Neutral
1002," With the COVID19 stay-at-home order starting Thursday, will there be any changes to the  trai… ",0.1,0.0,Neutral
1003,"Have CovidVaccine questions? Starting TOMORROW (1/13), individuals can call  Care Line at 1-855-472-3432 fo… ",0.1,0.0,Neutral
1004,"Join our member call on Wednesday, Jan. 13 3:00-3:45 pm MT to hear from Peter Myers, Pat McBride, and Susan Grayson… ",0.0,0.0,Neutral
1005,"Let our PM start the CovidVaccine with himself..  firstvaccineforModi 
COVID19 Covaxin CovidVaccine COVID19Vaccine",0.0,0.0,Neutral
1006,I get my CovidVaccine tomorrow. Nervous but also grateful I work for an amazing agency.,0.9,0.6000000000000001,Positive
1007,Let's go round 2 baby COVIDVaccine shotsshotsshotseverybody ,0.4,-0.2,Negative
1008," With the COVID19 stay-at-home order starting Thursday, will there be any changes to the GO Train sche… ",0.1,0.0,Neutral
1009,"Gov. DeWine says new orders from federal government will free up 353,000 vaccines that were previously required by… ",0.4737373737373738,0.12323232323232325,Positive
1010,"Azar, Trump administration will no longer hold back second shots, recommend 65 and older get COVIDvaccine - ABC N… ",0.1111111111111111,0.05555555555555555,Positive
1011, The menu options for communal living on this COVIDVaccine questionnaire should also include apartment… ,0.0,0.0,Neutral
1012,Gag me with a spoonful of CovidVaccine. ,0.0,0.0,Neutral
1013,The President of the United States gives speech address all concerns CovidVaccine Capitol Capital CapitalHill… ,0.0,0.0,Neutral
1014,        … ,0.0,0.0,Neutral
1015,"While the chances of a life threatening allergic reaction to the covidvaccine is very rare, you should check with… ",1.0,0.39,Positive
1016,". inst story

""A Great Day For India as first batch of covishield vaccine leaves serum institute of Indi… ",0.5416666666666666,0.525,Positive
1017,"Disneyland to become Super Point-of-Distribution for COVID-19 vaccine  
 disneyland COVID19… ",0.6666666666666666,0.3333333333333333,Positive
1018,S/p second vaccine dose on Sunday and spent all day yesterday hyper-acutely aware of any ache/pain/chill that might… ,0.11666666666666665,0.049999999999999996,Positive
1019,Is 62% efficacy enough? covidvaccine herdimmunity publichealth  ,0.5,0.0,Neutral
1020,"Also --&gt;  says city is looking into possibility of ""mass vaccination sites."" More to come. CovidVaccine… ",0.5,0.5,Positive
1021,"This is the way a welfare state takes care of you.... Other countries should follow suit...
Israel Palestine… ",0.375,-0.125,Negative
1022,"Questions about how to safely administer vaccines, incl. current COVID19 vaccines that come in multi-dose vials? D… ",0.45,0.25,Positive
1023,Just in  announces city will launch 2 mobile vaccination teams w/  seattle CovidVaccine… ,0.0,0.0,Neutral
1024,Covishield vaccine dispatched to states ahead of nationwide rollout   Covishield COVID19 CovidVaccine,0.0,0.0,Neutral
1025,"For people doubting the efficacy, safety &amp; long-term risks of the CovidVaccine, please understand that Vaccine is… ",0.0,0.0,Neutral
1026,"Ok, so when can my parents get the COVIDvaccine?",0.5,0.5,Positive
1027,"AMID SOARING DEATH RATES, CALIFORNIA SCRAMBLING TO INCREASE AVAILABLE ICU BEDS AND OXYGEN SUPPLIES | Ethnic Media S… ",0.4,0.4,Positive
1028,"We've received so many questions about the CovidVaccine so we've written a blog about it, specific to autoimmune… ",0.3125,0.25,Positive
1029,Trump taking credit for the vaccine is another lie. What helped speed up the development of the vaccine was the Oba… ,0.0,0.0,Neutral
1030,"Questions about vaccines that come in multi-dose vials, like the current COVID19 vaccines? Dr. Abby breaks down cr… ",0.34444444444444444,-0.07777777777777779,Negative
1031,"Employers will want to know if you've had the covidvaccine. They ""should be allowed, even encouraged, to protect… ",0.0,0.0,Neutral
1032,UISedu and Community Health Roundtable will host a free public webinar on the COVID-19 vaccine and immunity at Noo… ,0.43333333333333335,0.2,Positive
1033,This is a no-brainer. Why is this not being done in the U.S.? Come on now... COVID19 CovidVaccine ,0.0,0.0,Neutral
1034,"Got my first dose of the COVID vaccine, the Moderna version. Have to wait 15 minutes to be sure I don’t have an adv… ",0.611111111111111,0.375,Positive
1035,This is good. If we can get the CovidVaccine into arms as fast as they arrive in distribution locations we can lic… ,0.6000000000000001,0.44999999999999996,Positive
1036,Important debate regarding the nations vaccine strategy. COVID19Aus CovidVaccine ,1.0,0.4,Positive
1037,"Had my first dose of the Pfizer covid vaccine today. Was a little apprehensive, but I feel better now. Just a sore… ",0.4444444444444444,0.1875,Positive
1038,"Last call to submit questions your CovidVaccine-related questions for a special Grand Rounds this Thursday, Januar… ",0.546031746031746,0.28571428571428575,Positive
1039,24 hours into the second dose. Been pretty achy. Had chills and a low grade fever through the night. Arm is and has… ,0.43333333333333335,0.08333333333333333,Positive
1040,3 of our  CEFs consenting and prescribing the CovidVaccine at  today (and writing MedEd presentati… ,0.0,0.0,Neutral
1041,Our employees are getting their first doses of the CovidVaccine. This is an exciting &amp; historic moment for all of… ,0.37777777777777777,0.18333333333333335,Positive
1042,If you choose to get the CovidVaccine. Get it on your weaker side. If your right handed get on your left side and vice versa.,0.26785714285714285,0.14285714285714285,Positive
1043,Be careful when researching how to get the CovidVaccine.  has issued a warning about scammers trying to cash… ,1.0,-0.1,Negative
1044,Happy to contribute to Jathan Janove's newest SHRM article on vaccine rollout strategies!  SHRM HarperCollins Leade… ,1.0,1.0,Positive
1045,"Let’s get age 65 and above vaccinated , please   - my co morbidities can’t wait ! CovidVaccine… ",0.1,0.0,Neutral
1046,"""The rollout was listed in three phases, but there was almost no mention of people with chronic conditions or compr… ",0.0,0.0,Neutral
1047,Thank you! We are proud to be part of the team helping turn the corner on COVID19  CovidVaccine ,1.0,0.8,Positive
1048,"I just return for my second dose in Feb, and we are all good. Ish. 

vaccinationCovid vaxxed CovidVaccine… ",0.30000000000000004,0.35,Positive
1049,"Already they want to force the CovidVaccine on kids; Los Angeles first to announce this:

",0.3333333333333333,0.25,Positive
1050,"  there's no shame in saying you need help, I, for one would be really grateful if you… ",0.2,0.2,Positive
1051,"Great news about Canada procuring more CovidVaccine, everyone is looking forward to receiving them.

Via… ",0.625,0.65,Positive
1052,"U.S. counter-intelligence chief worried about China, Russia threats to vaccine supply chain news usnews… ",0.0,0.0,Neutral
1053,Happy belated birthday to Mr. William Infinger who celebrated his 101st birthday on Jan. 10. Today Mr. Infinger rec… ,0.875,0.575,Positive
1054,Two for two! So happy and grateful for the science the made it possible for me to get my CovidVaccine!  ,1.0,0.4,Positive
1055,I quite agree! Nobody needs this fear added to their stress! Why's he trending? He's been given the Covid vaccine.… ,0.0,0.0,Neutral
1056,"Why is MSNBC even bothering to cut to him??? He's standing there gloating, rambling, lying and trying to take credi… ",0.0,0.0,Neutral
1057,Worst rollout plan ever. Please just do better than Florida! CovidVaccine ohio WearAMask ,0.75,-0.1875,Negative
1058,"Important message embedded in this picture by , let’s remember to continue masking and distancing eve… ",1.0,0.4,Positive
1059,"This is alarming. 🚨

~43% of Latino adults surveyed by  said they would probably or definitely not likely… ",0.55,-0.05,Negative
1060,"And why the focus and questions in the ""media""/press/journalists about a vaccine as the saviour, and not the drugs… ",0.0,0.0,Neutral
1061,T**** saying the CovidVaccine was developed years &amp; years before “they” said it would be. The LiarInChief saying… ,0.3,0.1,Positive
1062,Shout out to  and all of the staff working the CovidVaccine site. Extremely efficient. System-engineered to perfection!,1.0,-0.15625,Negative
1063,Helpful information on CovidVaccine ,0.0,0.0,Neutral
1064,Thanks to  for featuring me in his column to discuss the bureaucratic red tape in relation to the… ,0.1,0.1,Positive
1065,"""State and local public health officials need more dedicated support. . . We can’t keep asking them to do more with… ",0.26666666666666666,0.25,Positive
1066,Delighted to tweet that my Dad has just received the first dose of the CovidVaccine 💉😀,0.5166666666666666,0.475,Positive
1067,"My resident county is booked until Feb for the CovidVaccine &amp; all  can say is “keep looking”.

Writing… ",0.0,0.0,Neutral
1068,"More important than CovidVaccine,

India needs ModiFluVaccine as ModiFlu has infected 37% Indians &amp; has caused t… ",0.75,0.45,Positive
1069,wait cheeto is bragging abt vaccine when mre ppl R dead and dying than ever + throwing away CovidVaccine cuz the… ,0.4,-0.2,Negative
1070,"Pfizer Vaccine 2nd Dose.
You will experience side affects. The question is just which ones &amp; hw severe. I suspect f… ",0.0,0.0,Neutral
1071,So grateful  to have received the second dose of the covidvaccine in order to continue safely carin… ,0.25,0.25,Positive
1072,_oxford  The government should also be using the community pharmacies to vaccinate people.  They… ,0.0,0.0,Neutral
1073,2 doses and done! CovidVaccine ,0.0,0.0,Neutral
1074,"Important stuff...

COVID19 VaccinesWork CovidVaccine ",1.0,0.4,Positive
1075,Stay safe out there CovidVaccine ,0.5,0.5,Positive
1076,Both of my kids have now had the vaccine! 👏 vaccine CovidVaccine GetVaccinated,0.0,0.0,Neutral
1077,This is eye-opening. Associate Editor of British Medical Journal raises concern over Pfizer /Moderna vaccine effica… ,0.0,0.0,Neutral
1078,I don’t want to alarm anyone but I AM LEGEND was based in 2021 and the vampire/zombies happened because of a failed… ,0.0,0.0,Neutral
1079,Sinovac abandoned its $DVAX CpG-1018 adjuvanted candidate early last year to rush for Phase 3 without adjuvant. Now… ,0.18333333333333332,0.05,Positive
1080,"L.A. to turn Dodger Stadium into a COVID-19 vaccine site this week:

""Officials hope to eventually vaccinate 12,000… ",0.0,0.0,Neutral
1081, thank for your outstanding service distributing the vaccine. My parents celebrated 63 years of marria… ,0.8125,0.425,Positive
1082,"So just like that , we forgot ka extradition ya Bushiri , or we have much bigger problems to deal with ? 😅 CovidVaccine COVID19 Corona",0.5,0.0,Neutral
1083,"I received my 2nd dose of the Pfizer vaccine yesterday afternoon. So far I feel mildly to moderately achy, chills f… ",0.5666666666666667,0.03333333333333333,Positive
1084, Are teaching assistants classed as a priority alongside teachers? COVID19 lockdownuk CovidVaccine,0.0,0.0,Neutral
1085,ALL countries. An important call. CovidVaccine COVID19 MedTwitter ,1.0,0.4,Positive
1086,"""In matters of animal and mineral, I am the very model of a modern major General"" cdnpoli onpoli cdnhealth… ",0.4,0.12812500000000002,Positive
1087,CovidVaccine can we trust it. Aew they tracking peoplea progress after taking it....,0.0,0.0,Neutral
1088,"The age of mRNA vaccines has begun

COVID19 coronavirus CovidVaccine mRNA vaccines 
",0.0,0.0,Neutral
1089,The City of Appleton has begun COVID-19 vaccination of eligible City employees. Please be patient as we and our com… ,0.0,0.0,Neutral
1090,Has anyone had any luck trying to get the CovidVaccine in NassauCounty? Trying to find it for my Dad and so far t… ,1.0,0.1,Positive
1091," Loss of followers is honestly not as big of an issue as people losing their jobs, having insufficient food… ",0.1,0.0,Neutral
1092,"All your restrictions are NOT working! What next, More Restrictions? 🤦🏻‍♂️  COVID19 CovidVaccine YQR… ",0.25,0.25,Positive
1093,"Cuomo says it will take six months for priority people to get vaccine.

Read more: 

Cuomo… ",0.5,0.5,Positive
1094,"One year after scientists first identified the new coronavirus, several variations of the virus that appear to be m… ",0.2626262626262626,0.12878787878787878,Positive
1095,igottheshot it's been about 3.5 hours and my arm is starting to get sore. No other side effects. Not a zombie or alien. CovidVaccine,0.4083333333333334,-0.0625,Negative
